,pChEMBL Value,#RO5 Violations,Smiles
140,8.7,0,Cc1cc(=O)oc2cc(OCc3ccccc3)ccc12
141,8.68,0,Cc1ccc2oc(=O)c(-c3ccc([N+](=O)[O-])cc3)cc2c1
142,8.68,0,Fc1ccc(/N=C/c2ccc3[nH]ncc3c2)cc1Cl
143,8.68,0,Fc1ccc(/N=C/c2ccc3[nH]ncc3c2)cc1Cl
144,8.68,0,C/C(=N/Nc1nc(-c2ccc(C#N)cc2)cs1)c1cccnc1
145,8.68,0,O=C(CCc1ccccc1Br)Nc1nc2ccccc2c(=O)s1
146,8.68,0,Cc1c(Cl)c(=O)oc2cc(OCc3ccccc3)ccc12
147,8.67,0,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O
148,8.66,0,COc1ccc2c(=O)c(/C=C/c3ccc(Cl)cc3)coc2c1
149,8.66,0,Cc1ccc2oc(=O)c(-c3cccc(N)c3)cc2c1
150,8.66,0,C#CCN(C)CCCOc1ccc(Cl)cc1Cl
151,8.66,0,N#CCCn1nc(-c2ccc(OCc3ccccc3)cc2)oc1=O
152,8.66,0,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(F)cc3)ccc12
153,8.65,0,Cn1ccc2cc(C(=O)Nc3ccc(Cl)c(Cl)c3)ccc21
154,8.64,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
155,8.64,0,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
156,8.63,0,Cc1c(C)c2ccc(OCc3ccc(C#N)cc3)cc2oc1=O
157,8.62,0,O=C1OCc2ccc(OCc3ccc(Br)cc3)cc21
158,8.62,0,O=C(Nc1cnc(Cl)c(Cl)c1)c1ccc2[nH]ncc2c1
159,8.6,0,C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1ccncc1
160,8.6,0,O=C(Nc1cccc(Cl)c1)c1coc2ccccc2c1=O
161,8.58,0,C#CCCCCOc1ccc2ccc(=O)oc2c1
162,8.58,0,Cc1cccc(NC(=O)c2coc3ccccc3c2=O)c1
163,8.57,0,NS(=O)(=O)c1ccc(-c2nnc(-c3ccc(Cl)c(Cl)c3)o2)cc1
164,8.57,0,Cc1ccc2occ(C(=O)Nc3cccc(Cl)c3)c(=O)c2c1
165,8.57,0,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1
166,8.56,0,O=C(Nc1cc(Cl)cc(Cl)c1)c1ccc2[nH]ncc2c1
167,8.56,0,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1OC
168,8.55,0,Cc1ccc(NC(=O)c2coc3ccccc3c2=O)cc1C
169,8.55,0,O=C(O)c1coc2ccc(OCc3cccc(Br)c3)cc2c1=O
170,8.55,0,O=C1OCc2ccc(OCc3ccc(Cl)cc3)cc21
171,8.55,0,CC(=O)c1ccc(OCc2cccc(F)c2)cc1O
172,8.54,0,O=C(Nc1ccc(Cl)cc1)c1coc2ccccc2c1=O
173,8.54,0,O=C(Nc1ccc(Cl)cc1)c1coc2ccccc2c1=O
174,8.54,0,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1
175,8.54,0,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1
176,8.54,0,O=C(Nc1ccc(Cl)cc1)c1coc2ccccc2c1=O
177,8.54,0,CC(=O)c1ccc(OCc2cccc(F)c2)cc1O
