,pChEMBL Value,#RO5 Violations,Smiles
189,8.12,0,CCCCCNC1=NCCN1OCCc1ccccc1
190,8.12,0,O=C(CP(=O)(O)O)C1=CCCN[C@H]1C(=O)O
191,8.11,1,Cc1ccc(Oc2cccc(-c3c(O)nc4cc(Cl)ccc4c3O)c2)cc1
192,8.11,1,[Cl-].c1ccc(Cn2cc[n+]3c2C2c4ccccc4C3CC2(c2ccoc2)c2ccoc2)cc1
193,8.11,0,O=C(Nc1ccccc1)N[C@H]1C[C@H](C(=O)O)Nc2cc(Cl)cc(Cl)c21
194,8.1,0,O=C(O)C1Nc2cc(Cl)cc(Cl)c2S(=O)(=O)N1Cc1cccc(Br)c1
195,8.1,0,C[C@]1(C(=O)O)C[C@H]1[C@H](N)C(=O)O.Cl
196,8.1,0,O=C(O)C1Nc2cc(Cl)cc(Cl)c2S(=O)(=O)N1Cc1cccc(Br)c1
197,8.1,0,O=C([O-])C1CC(C2=CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1.[Na+]
198,8.1,1,O=C(O)C1Nc2cc(Cl)cc(Cl)c2S(=O)(=O)N1Cc1cccc(I)c1
199,8.1,0,CCOC1(OCC)C2c3c(O)cccc3C([n+]3ccccc32)C1(C)C.[O-][Cl+3]([O-])([O-])[O-]
200,8.1,1,COc1ccccc1Cc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1
201,8.1,0,CCOC1(OCC)C2c3ccccc3C([n+]3ccccc32)C1(C)C.[Cl-]
202,8.09,0,CCOC1(OCC)C2c3ccccc3C([n+]3ccn(C)c32)C1(C)C.[Cl-]
203,8.09,1,[Cl-].c1ccc(C2(c3ccccc3)CC3c4ccccc4C2c2cccc[n+]23)cc1
204,8.09,1,[Cl-].c1ccc(C2(c3ccccc3)CC3c4ccccc4C2c2cccc[n+]23)cc1
205,8.08,0,O=C(O)C1Nc2cc(Cl)cc(Cl)c2S(=O)(=O)N1Cc1cccc(Br)c1
206,8.08,0,CC(C#Cc1cccs1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O
